361,,HT_HFO2,0,mm,,Number,,,,,,
362,,HT_BSO2,0,mm,,Number,,,,,,
363,,CON_Tol_Offset_BSO2,0.051,mm,,Number,,,,,,
364,,EQN_B1_Upper_Neck_Undercut_RSK22_Ang,28.68540201412,degrees,,Number,,,,,,
365,,LGC_C1_Upper_Neck_Undercut_BSK2,2.24,mm,,Number,,,,,,
366,,REF_C2_Upper_Neck_Undercut_RSK23,2.9,mm,,Number,,,,,,
367,,REF_C2_Upper_Neck_Undercut_RSK24,2.9,mm,,Number,,,,,,
368,,REF_B1_Upper_Neck_Undercut_RSK21,3.2,mm,,Number,,,,,,
369,,REF_B1_Upper_Neck_Undercut_RSK22,1.2,mm,,Number,,,,,,
370,,REF_C1_Upper_Neck_Undercut_RSK21,3.2,mm,,Number,,,,,,
371,,REF_C1_Upper_Neck_Undercut_RSK22,1.2,mm,,Number,,,,,,
372,,EQN_Tol_Offset_BSO2,0.051,mm,,Number,,,,,,
373,,EQN_C1_Upper_Neck_Undercut_RSK22_Ang,28.68540201412,degrees,,Number,,,,,,
374,,REF_C2_Upper_Neck_Undercut_HSK2,1.8,mm,,Number,,,,,,
375,,REF_C2_Upper_Neck_Undercut_WSK23,20,degrees,,Number,,,,,,
376,,REF_C2_Upper_Neck_Undercut_WSK24,35,degrees,,Number,,,,,,
377,,REF_C2_Upper_Neck_Undercut_WSK25,120,degrees,,Number,,,,,,
378,,REF_B_Upper_Neck_Undercut_RSI2,2.8,mm,,Number,,,,,,
379,,REF_C2_Upper_Neck_Undercut_RSK25,1.46,mm,,Number,,,,,,
380,,LGC_B1_Upper_Neck_Undercut_BSK2,2.24,mm,,Number,,,,,,
381,,HT_RBF2,2,mm,,Number,,,,,,
382,,HT_RBD2,2,mm,,Number,,,,,,
383,,REF_Vane_Flat_Tip_Fil_RBD2,2,mm,,Number,,,,,,
384,,REF_Vane_Leadin_Root_Fil_RBF2,2,mm,,Number,,,,,,
385,,REF_Vane_Leadin_Tip_Fil_RBD2,2,mm,,Number,,,,,,
386,,REF_Vane_Flat_Root_Fil_RBF2,2,mm,,Number,,,,,,
387,,LGC_YSZ2,-3,mm,,Number,,,,,,
388,,LGC_Skew_Pivot_Axial,10.7069,mm,,Number,,,,,,
389,,EQN_ST_Skew_Axial,10.7069,mm,,Number,,,,,,
390,,EQN_Taper_Ang_ALD2,4.55696202531646,degrees,,Number,,,,,,
391,,CON_Dvtl_Assem_Cut_Disch_Tang,3.048,mm,,Number,,,,,,
392,,REF_Dvtl_Assem_Cut_Neck_Disch_Fillet_Btm,2.8,mm,,Number,,,,,,
393,,EQN_Dvtl_Assem_Cut_Cent2Flat,11.5795094845188,mm,,Number,,,,,,
394,,EQN_ST_Dvtl_Assem_Cut_Pitch_Drop,0.460725194252292,mm,,Number,,,,,,
395,,EQN_Dvtl_Assem_Cut_Solid_Admis_Axial,6.5917747143625,mm,,Number,,,,,,
396,,CON_Dvtl_Assem_Cut_Admis_Tang,3.048,mm,,Number,,,,,,
397,,EQN_ST_Dvtl_Assem_Cut_Pitch,18.87902775051,mm,,Number,,,,,,
398,,EQN_Dvtl_Assem_Cut_Solid_Disch_Axial,6.5917747143625,mm,,Number,,,,,,
399,,LGC_Dvtl_Assem_Cut_Neck_Admis_Btm,7.175,mm,,Number,,,,,,
400,,LGC_Dvtl_Assem_Cut_Solid_Disch_Btm,7.175,mm,,Number,,,,,,
401,,LGC_Dvtl_Assem_Cut_Solid_Admis_Btm,7.175,mm,,Number,,,,,,
402,,LGC_Dvtl_Assem_Cut_Neck_Disch_Btm,7.175,mm,,Number,,,,,,
403,,LGC_Dvtl_Assem_Cut_Center,-2.13999560926377,mm,,Number,,,,,,
404,,EQN_ST_Dvtl_Assem_Cut_Center,-2.13999560926377,mm,,Number,,,,,,
405,,EQN_Dvtl_Assem_Cut_Neck_Admis_Axial,5.3667747143625,mm,,Number,,,,,,
406,,REF_Dvtl_Assem_Cut_Neck_Fillet_Top,2.8,mm,,Number,,,,,,
407,,EQN_DT_Dvtl_Assem_Cut_Center,1.07123606478583,mm,,Number,,,,,,
408,,EQN_Dvtl_Assem_Cut_Neck_Disch_Axial,5.3667747143625,mm,,Number,,,,,,
409,,REF_Dvtl_Assem_Cut_Neck_Admis_Fillet_Btm,2.8,mm,,Number,,,,,,
410,,REF_Dvtl_Assem_Cut_Disch_Neck_Width,2.45,mm,,Number,,,,,,
411,,EQN_DT_Dvtl_Skew_Back_Tang_Ptch,9.89553822924185,mm,,Number,,,,,,
412,,EQN_DT_Dvtl_Arc_Drop_Horz,0.00695345104475532,mm,,Number,,,,,,
